"veranstid","verart","verartid","aikz","veranstnr","veranstnrint","ktxt","dtxt","ltxt","sws","semester","erwartteilnehmer","teilnehmermax","druck_vvz","zeitstempel","lehrmethoden","voraussetzung","verweise","pruefungsstoff","credits","kommentar","bemerkung","literatur","hyperlink","uebernrhythm","veranststatusid","pruefmoegl","freigabe","publish","belegpflicht","geschl","unterrsprache","praesenzzeit","art_praesenzzeit","ssz","studienjahr","kosten","externperson","externinst","evalartid","externid","fachuebergreifend_kz","curricular_kz","sichtbar","verformatid"
193606,,236,A,"9620011             ",,,Theologie der Religionen,,2.0,20221,,,J,2022-02-28 15:14:47.353,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,4
193599,,387,A,"9620018             ",,,Biblische Sprachen: Sprachkurs Griechisch,,4.0,20221,,,J,2022-02-28 15:45:35.887,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,4
193600,,387,A,"9620017             ",,,Biblische Sprachen: Sprachkurs Hebräisch,,4.0,20221,,,J,2022-02-28 19:47:15.945,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,4
193654,,374,A,"533674              ",,,Spurenlesen im Bildarchiv,,2.0,20221,,,J,2022-01-13 12:49:23.825,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190763,,401,A,"709056              ",,,BAMS - Berlin Applied Micro Seminar,,2.0,20221,,,J,2021-11-19 09:58:51.320,,,,,,,,,,1,4,,N,,N,,2,,,,,,,,,,,,,1
194097,,113,A,"2112116b            ",,,Block 2: Modeling in Science Education,,2.0,20221,,,J,2022-01-25 18:41:05.764,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,1
190130,,397,A,"7010322             ",,,Generalized Regression,,4.0,20221,,,J,2021-11-22 14:38:53.413,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=90845#section-2,2,4,,N,,N,,2,,,,,,,,,,,,,1
191785,,113,A,"54071               ",,,Texte verfassen - Schreiben und Rechtschreiben,,2.0,20221,,,J,2022-01-06 16:24:27.541,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,4
193595,,113,A,"9620003             ",,,Einführung in die Methoden der neutestamentlichen Exegese am Beispiel der Gleichnisse,,2.0,20221,,,J,2022-02-28 20:04:32.298,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
193083,,113,A,"532836              ",,,Geschichte der Astrologie: Antike bis Frühe Neuzeit,,2.0,20221,,,J,2022-02-28 20:53:49.761,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193643,,342,A,"533661              ",,,Byzantinischer Peloponnes,,2.0,20221,,,J,2022-01-13 12:21:02.509,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193640,,423,A,"533653              ",,,Die 12. Berlin Biennale,,2.0,20221,,,J,2022-01-13 12:14:30.473,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193652,,374,A,"533672              ",,,"""Kritik Ausstellen""",,2.0,20221,,,J,2022-01-13 12:46:48.761,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193661,,329,A,"533683              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-02-24 11:36:30.126,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
193660,,329,A,"533682              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-02-24 11:35:59.160,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
195380,,332,A,"0212034             ",,,Reinventing plastic in everyday life: a challenge for science and society,,2.0,20221,,,J,2022-03-16 08:08:11.166,,,,,,,,,,0,4,,J,,N,,2,,,,,,,,,,,,J,4
194098,,113,A,"2112115a            ",,,Block 1,,2.0,20221,,,J,2022-01-31 17:33:50.124,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,1
192410,,113,A,"3313093             ",,,Visual Analytics Approaches for Explainable Artificial Intelligence,,2.0,20221,,,J,2021-12-15 10:20:10.375,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,J,4
192433,,113,A,"530200              ",,,Polarized. Causes and Consequences of Affective Polarization,,2.0,20221,,,J,2022-02-16 11:05:25.669,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
195287,,387,A,"91200               ",,,Italienisch UNIcert®I A1 (ohne Vorkenntnisse),,4.0,20221,,,J,2022-03-15 23:48:27.283,,,,,,,,,,1,4,,J,,N,,4,,,,,,,,,,,,,1
193671,,329,A,"533692              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-02-24 11:40:17.394,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
189088,,236,A,"3314424             ",,,Algebraische Geometrie I (M15),,4.0,20221,,,J,2021-08-19 10:56:26.200,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
189087,,4,A,"33144241            ",,,Algebraische Geometrie I (M15),,2.0,20221,,,J,2021-08-19 10:57:44.602,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194099,,113,A,"10553               ",,,Legal Aspects of Digital Sovereignity,,2.0,20221,,,J,2022-02-02 16:26:53.500,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=109935,,4,,N,,N,,2,,,,,,,,,,,,,2
192412,,113,A,"530196              ",,,Asylpolitik und Asylrecht: Methoden und Theorien der Fluchtforschung zwischen Sozial- und Rechtswissenschaften,,2.0,20221,,,J,2022-02-24 09:43:46.951,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,J,1
191735,,113,A,"54022               ",,,Lernen und Bildung als Verkörperung - Pädagogische Perspektiven am Beispiel einer afrobrasilianische Kampfkunst,,2.0,20221,,,J,2022-01-19 10:13:37.797,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
191787,,113,A,"54076               ",,,Literalität und Medienumgebungen (Seminar),,2.0,20221,,,J,2022-01-06 14:12:46.197,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,4
193634,,113,A,"532831              ",,,Kulturtheoretische Zugänge zum Faschismus,,2.0,20221,,,J,2022-02-28 20:49:42.157,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193602,,113,A,"9620006             ",,,Grundlagen der Systematischen Theologie,,2.0,20221,,,J,2022-02-28 20:38:08.853,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193631,,113,A,"533645              ",,,"Kunstgeschichte an der HU 1945-1990: Methoden, Gegenstände, Curricula",,2.0,20221,,,J,2022-01-13 11:21:40.993,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193647,,342,A,"533664              ",,,Künstlerkollektiv oder Künstlersubjekt? Ein aktueller Diskurs anhand von Werkbeispielen aus der Biennale Venedig und italienischen Renaissancemalerei,,2.0,20221,,,J,2022-01-13 12:34:53.599,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
195381,,387,A,"91108               ",,,"Französisch UNIcert®I B1 (Voraussetzung: UNIcert®I A2, Äquivalent)",,4.0,20221,,,J,2022-03-16 00:11:19.368,,,,,,,,,,1,4,,J,,N,,3,,,,,,,,,,,,J,1
189090,,236,A,"3314425             ",,,Optimierung bei partiellen Differentialgleichungen (M19),,4.0,20221,,,J,2021-08-19 11:00:43.528,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193108,,4,A,"5260029             ",,,Polnisch: Medienbasierter Kurs,,2.0,20221,,,J,2022-01-04 14:48:12.990,,,,,,,,,,1,4,,J,,J,,19,,,,,,,,,,,,,1
189089,,4,A,"33144251            ",,,Optimierung bei partiellen Differentialgleichungen (M19),,2.0,20221,,,J,2021-08-19 11:02:32.611,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193098,,387,A,"5260022             ",,,Polnisch: Sprachkurs A2,,6.0,20221,,,J,2022-01-04 13:56:10.196,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194100,,113,A,"10675               ",,,Einführung in das Technikrecht,,2.0,20221,,,J,2022-02-02 16:48:17.257,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110409,,4,,N,,N,,1,,,,,,,,,,,,,2
191784,,113,A,"54070               ",,,Sprache gebrauchen und über Sprache nachdenken im Kontext sprachlicher Heterogenität (Seminar),,2.0,20221,,,J,2022-01-06 14:12:02.869,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,4
190767,,407,A,,,,Prüfung Geräteturnen,,2.0,20221,,,N,2022-01-21 21:14:35.700,,,,,,,,,,0,5,,N,,N,,1,,,,,,,,,,,,J,1
193603,,236,A,"9620008             ",,,Dogmatische Christologie. Brennpunkte und Diskurskonstellationen in der Moderne,,2.0,20221,,,J,2022-02-28 20:17:54.466,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193655,,374,A,"533675              ",,,Lehrveranstaltung des Menzel-Dachs: Materielle Aneignung als künstlerisches Konzept,,2.0,20221,,,J,2022-03-11 19:30:00.698,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193091,,113,A,"5519016             ",,,Lern- und Bewegungsfelder grundschulorientiert unterrichten,,2.0,20221,,,J,2022-01-12 13:48:33.462,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
189092,,4,A,"33144261            ",,,Ausgewählte Themen der Numerischen Mathematik (M22): Numerik von nichtlinearen PDEs,,1.0,20221,,,J,2021-08-19 11:08:04.867,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
189091,,236,A,"3314426             ",,,Ausgewählte Themen der Numerischen Mathematik (M22): Numerik von nichtlinearen PDEs,,2.0,20221,,,J,2021-08-19 11:05:50.903,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
193604,,113,A,"9620009             ",,,Die Passion Christi,,2.0,20221,,,J,2022-02-28 20:06:00.100,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193674,,113,A,"532829              ",,,"Das Rätsel in der Moderne: Form, Gattung, Medium, Diskurs",,2.0,20221,,,J,2022-02-18 22:10:10.665,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
192414,,113,A,"5519006             ",,,"Sport in der GS unterrichten, Lernprozesse gestalten und erforschen",,2.0,20221,,,J,2021-12-15 14:02:54.297,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
191789,,338,A,"5519047             ",,,Pädagogische Qualität im Training und Sportunterricht - Master,,2.0,20221,,,J,2022-01-10 09:18:06.163,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
190768,,236,A,"10747               ",,,Internationales und Europäisches Investitionsrecht,,2.0,20221,,,J,2021-11-12 15:46:42.128,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=109959,,4,,N,,N,,1,,,,,,,,,,,,,1
194102,,353,A,"10517               ",,,Einführung in das wissenschaftliche Arbeiten: Künstliche Intelligenz und das Recht: Revolution oder viel Lärm um nichts?,,2.0,20221,,,J,2022-02-02 16:26:19.353,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110378,1,4,,N,,N,,1,,,,,,,,,,,,,3
193605,,113,A,"9620010             ",,,Christologische Kontroversen,,2.0,20221,,,J,2022-02-28 20:40:14.457,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193087,,329,A,"532850              ",,,Forschungskolloquium für Bachelor- und Masterkandidat*innen,,2.0,20221,,,J,2022-02-28 21:00:28.606,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,3
193626,,113,A,"532870              ",,,Ästhetik: Theoretische Texte vom 18. bis ins 21. Jahrhundert,,2.0,20221,,,J,2022-02-28 21:08:42.410,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193645,,342,A,"533663              ",,,"Die Grablegen der Normannen in Süditalien (Bari, Canosa, Venosa, Neapel)",,2.0,20221,,,J,2022-01-13 12:25:44.687,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193666,,329,A,"533688              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-01-13 13:04:29.840,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193659,,329,A,"533681              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-02-24 11:36:15.938,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,2
192415,,113,A,"5519007             ",,,"Sport unterrichten, Lernprozesse gestalten und erforschen",,2.0,20221,,,J,2021-12-15 14:04:35.280,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
191791,,329,A,"10712               ",,,Venture Capital Verträge,,2.0,20221,,,J,2021-12-05 20:09:25.822,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110109,,4,,N,,N,,1,,,,,,,,,,,,,1
194104,,236,A,"2112010a            ",,,Einführung in die Genetik/ Molekulare Zellbiologie für Halbmodul Bio8 H,,4.0,20221,,,J,2022-02-08 16:40:00.899,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110081,2,4,,J,,J,,1,,,,,,,,,,,,,1
193607,,113,A,"9620012             ",,,Christliche Stellungnahmen zu Judentum und Islam. Aktuelle Stimmen aus Theologie und Kirchen,,2.0,20221,,,J,2022-02-28 20:12:59.493,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193619,,4,A,"9620023             ",,,"""Wo Menschen sich begegnen...""/ Interreligiöses Lernen in (religions)pluralen Kontexten",,2.0,20221,,,J,2022-02-28 20:29:00.483,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,1
193117,,329,A,"532851              ",,,Forschungskolloquium für Examenskandidat/innen und Doktorand/innen,,2.0,20221,,,J,2022-02-28 21:00:48.757,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,3
193657,,374,A,"533677              ",,,Lehrveranstaltung des Menzel-Dachs: Materialschlachten und andere Trugbilder,,2.0,20221,,,J,2022-03-11 19:30:20.360,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193653,,374,A,"533673              ",,,Streifzüge durch Berliner Bewegtbild-Ausstellungen,,2.0,20221,,,J,2022-01-13 12:48:02.950,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193667,,329,A,"533689              ",,,"Kolloquium für BA, MA",,2.0,20221,,,J,2022-02-24 11:38:38.850,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
193088,,374,A,"53999               ",,,Mentoring-Programm für Studierende der Gender Studies,,2.0,20221,,,J,2022-01-04 11:30:25.978,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
189096,,236,A,"3314428             ",,,Stochastische Analysis (M24),,4.0,20221,,,J,2021-08-19 11:20:15.883,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
189095,,4,A,"33144281            ",,,Stochastische Analysis (M24),,2.0,20221,,,J,2021-08-19 11:46:48.107,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
191792,,236,A,"10648               ",,,"Verhandlung, Abschluss und gerichtliche Durchsetzung grenzüberschreitender Verträge",,2.0,20221,,,J,2021-12-05 19:55:20.431,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=101619,,4,,N,,N,,1,,,,,,,,,,,,,1
192416,,353,A,"10770               ",,,Kriminalisierungstheorien - Perspektiven der Strafrechtstheorie und des Strafverfassungsrechts,,2.0,20221,,,J,2022-01-26 11:10:47.851,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110370,,4,,N,,N,,1,,,,,,,,,,,,J,3
191793,,236,A,"10652               ",,,"Vertragsmanagement: Recht, Verhandlung, Gestaltung",,2.0,20221,,,J,2022-01-26 11:01:04.217,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
193608,,113,A,"9620013             ",,,Ethik konkret: Fallbesprechungen in der Medizinethik,,2.0,20221,,,J,2022-02-28 19:56:37.580,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193615,,113,A,"9620016             ",,,Friedensethik und Kriegstheologie in den Orthodoxen Kirchen.,,2.0,20221,,,J,2022-02-28 20:07:30.220,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193664,,329,A,"533686              ",,,"Kolloquium für BA, MA, PhD",,2.0,20221,,,J,2022-03-07 13:04:35.463,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
193089,,353,A,"10651               ",,,Mergers & Acquisitions in der anwaltlichen Praxis,,2.0,20221,,,J,2022-02-22 11:15:52.203,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110728,,4,,N,,N,,1,,,,,,,,,,,,,3
192417,,236,A,"5519008             ",,,VL Grundlagen der Fachdidaktik,,2.0,20221,,,J,2021-12-15 14:33:53.278,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
194106,,4,A,"2112021a            ",,,Pflanzenphysiologische Übungen,,3.0,20221,,,J,2022-02-08 17:10:21.530,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110099,2,4,,J,,N,,1,,,,,,,,,,,,,1
194108,,236,A,"2112020a            ",,,Grundlagen der Pflanzenphysiologie für Halbmodul Bio11 H,,4.0,20221,,,J,2022-02-08 17:14:00.777,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110086,2,4,,J,,J,,1,,,,,,,,,,,,,1
193609,,236,A,"9620014             ",,,"""Krieg soll nach Gottes Willen nicht sein!""/ Kriegserfahrungen, Gewalttheorien und Friedenshoffnungen in der Geschichte des Christentums",,2.0,20221,,,J,2022-02-28 20:44:02.193,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193632,,113,A,"533646              ",,,Grenzen des Sozialen im Mittelalter aus geschichts- und bildwissenschaftlicher Perspektive,,2.0,20221,,,J,2022-01-13 11:24:17.265,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192418,,236,A,"5519009             ",,,VL Grundlagen der Fachdidaktik - Grundschule,,2.0,20221,,,J,2021-12-15 14:46:23.352,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,1
191796,,236,A,"3313090             ",,,Software Engineering II,,3.0,20221,,,J,2021-12-06 08:13:03.452,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,4
193610,,113,A,"533635              ",,,Kleidung in Bildern der Frühen Neuzeit,,2.0,20221,,,J,2022-02-23 11:33:02.528,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,2
194110,,113,A,"3312152             ",,,Vertiefungsseminar mit variablem Inhalt II,,2.0,20221,,,J,2022-01-26 13:21:58.931,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
192419,,236,A,"10769               ",,,Sexualstrafrecht,,2.0,20221,,,J,2022-01-26 11:09:32.727,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110369,,4,,N,,N,,1,,,,,,,,,,,,J,3
190775,,329,A,"10803               ",,,Öffentliches Recht und Theorie,,1.0,20221,,,J,2021-11-23 16:56:52.444,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=109972,,4,,N,,N,,1,,,,,,,,,,,,,1
191797,,4,A,"3313091             ",,,Software Engineering II,,1.0,20221,,,J,2021-12-06 08:18:43.923,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
194096,,113,A,"54425               ",,,Vermarktlichung im Elementarbereich: Inter- und transnationale Perspektiven,,2.0,20221,,,J,2022-02-01 08:46:25.803,,,,,,,,,,,4,,,,J,,1,,,,,,,,,,,,J,3
193611,,113,A,"533636              ",,,Energie - Raum - Form. Naturwissenschaftlich inspirierte Formsuche der Kunstavantgarden. Vom späten Russischen Reich zur frühen Sowjetunion,,2.0,20221,,,J,2022-03-07 13:38:16.843,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190019,,236,A,"3313039             ",,,Werkzeuge der Empirischen Forschung,,4.0,20221,,,J,2021-11-16 09:55:20.602,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
190024,,4,A,"3313046             ",,,Fachdidaktische Übungen zum Software Engineering,,1.0,20221,,,J,2021-11-16 09:57:35.952,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
192420,,113,A,"10780               ",,,"Rechtsvergleichendes deutsch-französisches Seminar in Paris: (Parteien-)Demokratie in Frankreich, Deutschland und in der EU"" // Démocratie et partis, en Allemagne, en France et dans lUnion européenne.",,2.0,20221,,,J,2022-01-31 14:20:23.577,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
194130,,353,A,"53483               ",,,Beats bauen mit Hardware-Geräten,,2.0,20221,,,J,2022-01-26 13:46:51.856,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190776,,236,A,"10624               ",,,Antidiskriminierungsrecht,,2.0,20221,,,J,2022-01-27 14:00:49.633,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110399,2,4,,J,,N,,1,,,,,,,,,,,,,1
190025,,113,A,"3313085             ",,,Informatik und Bildung,,2.0,20221,,,J,2021-11-25 13:10:29.727,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
191798,,113,A,"3313092             ",,,Ausgewählte Themen des Software Engineering,,2.0,20221,,,J,2021-12-06 08:28:37.353,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
193107,,4,A,"5260025             ",,,Polnisch: Rezeption fachwissenschaftlicher Texte,,2.0,20221,,,J,2022-01-04 14:43:38.567,,,,,,,,,,1,4,,J,,J,,19,,,,,,,,,,,,,1
191799,,113,A,"54025               ",,,"(Schrift-)Sprachliches Lernen als ""verstehendes Lernen""",,2.0,20221,,,J,2022-01-19 10:14:43.294,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
191848,,113,A,"54866               ",,,Diagnostik bei psychosozialen Beeinträchtigungen,,2.0,20221,,,J,2022-02-24 13:57:55.813,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
191812,,338,A,"5519040             ",,,Geschlechtsspezifische Aspekte von sportlicher Leistungsfähigkeit und Training,,2.0,20221,,,J,2022-01-07 15:23:55.968,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
190020,,4,A,"3313041             ",,,Werkzeuge der Empirischen Forschung,,2.0,20221,,,J,2021-11-16 09:55:58.975,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
193095,,353,A,"10612               ",,,Markt und Demokratie - in Nord und Süd,,2.0,20221,,,J,2022-01-31 15:10:55.850,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110333,,4,,N,,N,,2,,,,,,,,,,,,,1
194111,,113,A,"5250120             ",,,Decoloniality in South African Literature,,2.0,20221,,,J,2022-01-28 11:12:36.272,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
191860,,113,A,"54865               ",,,Praxisorientierte sonderpädagogische Handlungsfelder,,2.0,20221,,,J,2022-02-24 13:58:33.911,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
193612,,113,A,"533637              ",,,The Image and Method of Labour in the Field of Contemporary Art,,2.0,20221,,,J,2022-01-13 09:22:28.934,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
190034,,113,A,"3313073             ",,,Didaktik der Informatik/ Informatik und Gesellschaft - Forschungsseminar,,2.0,20221,,,J,2021-11-16 10:05:18.554,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
191800,,236,A,"5519026             ",,,Training und Bewegungskoordination,,2.0,20221,,,J,2022-01-07 13:20:37.582,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
190631,,113,A,"5240325             ",,,"""Non è vero, ma...."": Multimediale Ausdrucksformen des Aberglaubens in Italiens populärer Kultur und Volksreligiosität",,2.0,20221,,,J,2021-11-16 12:32:36.616,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192421,,353,A,"10781               ",,,Rechtsvergleichendes deutsch-französisches Seminar in Berlin,,2.0,20221,,,J,2021-12-15 17:05:34.664,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
190784,,113,A,"5240391             ",,,Crónicas de Indias,,2.0,20221,,,J,2021-11-16 11:51:41.374,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190778,,113,A,"5240387             ",,,Brief und Liebe im Zeitalter der Empfindsamkeit: Jean Jacques Rousseau und Pierre Choderlos de Laclos,,2.0,20221,,,J,2022-02-01 13:53:22.666,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193096,,236,A,"10724               ",,,Comparative Constitutional Law and the Global South,,2.0,20221,,,J,2022-02-03 12:53:37.551,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110517,,4,,N,,N,,2,,,,,,,,,,,,,1
190021,,236,A,"3313044             ",,,Einführung in die Fachdidaktik Informatik,,2.0,20221,,,J,2021-11-16 09:57:03.259,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,4
193134,,4,A,"5260039             ",,,Slowakisch: Übersetzen,,2.0,20221,,,J,2022-01-24 00:35:00.826,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,3
193101,,4,A,"5260024ÜWP          ",,,Polnisch: Kommunikationskurs II (für Nichtmuttersprachler*innen),,2.0,20221,,,J,2022-01-04 14:21:39.900,,,,,,,,,,1,4,,J,,J,,19,,,,,,,,,,,,,1
192422,,434,A,"5519010             ",,,Große Spiele,,2.0,20221,,,J,2021-12-15 17:41:29.676,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
190779,,236,A,"5240386             ",,,Literatur und Psychologie - von der Frühen Neuzeit bis ins 19. Jhd.,,2.0,20221,,,J,2022-02-01 13:51:55.836,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190022,,4,A,"3313045             ",,,Einführung in die Fachdidaktik Informatik,,1.0,20221,,,J,2021-11-16 09:57:17.480,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
191801,,113,A,"53704               ",,,Southeast Asian Diaspora Politics,,2.0,20221,,,J,2022-01-11 13:56:51.197,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,3
193135,,4,A,"5260035             ",,,Slowakisch: Diskussions- und Schreibkurs,,2.0,20221,,,J,2022-01-24 00:40:36.327,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194112,,113,A,"5250120i            ",,,Decoloniality in South African Literature,,2.0,20221,,,J,2022-01-28 11:15:16.776,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
193618,,401,A,"9620021             ",,,Colloquium zur Bachelorarbeit am IKT,,2.0,20221,,,J,2022-02-28 20:19:51.576,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,4
193613,,113,A,"9620015             ",,,Erasmus von Rotterdam: Querela Pacis - Eine Theologie des Friedens?,,2.0,20221,,,J,2022-02-28 15:36:18.100,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110231,2,4,,N,,J,,1,,,,,,,,,,,,J,1
193623,,113,A,"9620028             ",,,"Berliner Kolloquium Systematische Theologie: J. Habermas, Glauben und Wissen",,1.0,20221,,,J,2022-02-28 20:20:44.740,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,4
193617,,4,A,"9620022             ",,,Erfolgreich zur Bachelorarbeit in Katholischer Theologie,,1.0,20221,,,J,2022-02-28 20:29:25.589,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,4
