"veranstid","verart","verartid","aikz","veranstnr","veranstnrint","ktxt","dtxt","ltxt","sws","semester","erwartteilnehmer","teilnehmermax","druck_vvz","zeitstempel","lehrmethoden","voraussetzung","verweise","pruefungsstoff","credits","kommentar","bemerkung","literatur","hyperlink","uebernrhythm","veranststatusid","pruefmoegl","freigabe","publish","belegpflicht","geschl","unterrsprache","praesenzzeit","art_praesenzzeit","ssz","studienjahr","kosten","externperson","externinst","evalartid","externid","fachuebergreifend_kz","curricular_kz","sichtbar","verformatid"
194753,,236,A,"331520220133        ",,,Big Data and Artificial Intelligence in Materials Science,,2.0,20221,,,J,2022-02-18 19:11:33.378,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,J,3
191266,,335,A,"10412               ",,,Prüfungssimulation Zivilrecht,,0.125,20221,,,J,2022-02-15 17:45:51.140,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110454,2,4,,N,,N,,1,,,,,,,,,,,,,1
193814,,236,A,"3314434ÜWP          ",,,Ausgewählte Themen der Angewandten Analysis (M38): Einführung in Dynamische Systeme mit Anwendungen (ÜWP),,2.0,20221,,,J,2022-01-18 11:57:59.224,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193806,,236,A,"3314437ÜWP          ",,,Ausgewählte Themen der Stochastik (M27): Branching processes (ÜWP),,2.0,20221,,,J,2022-01-18 11:42:05.222,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
190574,,113,A,"60106               ",,,"Herrschaft in Hag und Sach 1-8 (HS - H 410/411/611/612/613, BA[V]ATmH)",,2.0,20221,,,J,2022-02-23 14:30:06.942,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=110555,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190835,,4,A,"60156               ",,,"Toleranz statt Wahrheit? Herausforderung interreligiöser Dialog (HS - H 460/572/614/624, MEd F, MRC-K1,K1a, VM1d,VM1e,VM5c)",,2.0,20221,,,J,2022-03-09 18:58:32.651,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=110727,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190320,,4,A,"3313030             ",,,Grundlagen der Bioinformatik,,2.0,20221,,,J,2021-11-16 09:51:53.265,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
192057,,412,A,"53668               ",,,GAMS Digital Research Colloquium (Season 4),,2.0,20221,,,J,2022-01-10 15:03:26.300,,,,,,,,,,1,4,,J,,J,,2,,,,,,,,,,,,J,2
193776,,4,A,"33144011ÜWP         ",,,Lineare Algebra und Analytische Geometrie II* (ÜWP),,2.0,20221,,,J,2022-01-18 09:15:48.389,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192020,,329,A,"530439              ",,,"BA-, MA- und DoktorandInnen-Kolloquium",,2.0,20221,,,J,2022-02-16 10:52:58.695,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,J,1
193276,,113,A,"54666               ",,,Psychologische Aspekte der Hörschädigung im Jugend- und Erwachsenenalter,,2.0,20221,,,J,2022-02-24 13:45:02.450,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192581,,399,A,"54891               ",,,Begleitung und Nachbereitung des Praktikums: Professionelles Handeln in der Rehabilitationspädagogik,,2.0,20221,,,J,2022-02-24 13:56:39.470,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,3
194758,,236,A,"331520220135        ",,,Physics of Semiconductors,,2.0,20221,,,J,2022-02-18 19:12:09.323,,,,,,,,,http:// moodle.hu-berlin.de/course/view.php?id=99176,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194244,,113,A,"5240397Ü            ",,,Lebensschriften französischer Autorinnen,,2.0,20221,,,J,2022-01-31 11:58:42.615,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193777,,236,A,"3314402ÜWP          ",,,Analysis II* (ÜWP),,4.0,20221,,,J,2022-01-18 09:18:00.731,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194242,,113,A,"5240387Ü            ",,,Brief und Liebe im Zeitalter der Empfindsamkeit: Jean Jacques Rousseau und Pierre Choderlos de Laclos,,2.0,20221,,,J,2022-02-01 13:53:37.952,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190321,,236,A,"3313027             ",,,Einführung in die Kryptologie,,4.0,20221,,,J,2021-11-16 09:51:13.952,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,4
191267,,387,A,"53647               ",,,Japanisch 4,,6.0,20221,,,,2022-01-07 12:50:12.475,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,J,3
193277,,113,A,"54667               ",,,Nachbereitung Berufsfelderschließendes Praktikum im FSP Hören/Kommunikation für Grundschule,,2.0,20221,,,J,2022-02-24 13:46:55.831,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
193278,,113,A,"54668               ",,,Nachbereitung Berufsfelderschließendes Praktikum im FSP Hören/Kommunikation für ISS/Gym,,2.0,20221,,,J,2022-02-24 13:46:55.840,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
192582,,401,A,"54887               ",,,"Forschungscolloquium: Vorbereitung, Begleitung und Reflexion der Forschungsvorhaben",,2.0,20221,,,J,2022-02-24 13:57:03.796,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,3
192587,,433,A,"54789               ",,,Kommunikationstheoretische Grundlagen der UK,,2.0,20221,,,J,2022-02-24 14:00:57.960,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
194766,,4,A,"331520220140        ",,,Physik der Nanostrukturen,,2.0,20221,,,J,2022-02-18 19:13:03.626,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=95245,1,4,,J,,J,,1,,,,,,,,,,,,J,3
192021,,113,A,"530178              ",,,Advanced Theories of Policy Making,,2.0,20221,,,J,2022-02-16 09:02:15.790,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,J,1
193778,,4,A,"33144021ÜWP         ",,,Analysis II* (ÜWP),,2.0,20221,,,J,2022-01-18 09:20:31.623,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190322,,4,A,"3313028             ",,,Einführung in die Kryptologie,,2.0,20221,,,J,2021-11-16 09:51:29.238,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
191269,,113,A,"53605               ",,,Regionalwissenschaftliche Debatten,,2.0,20221,,,,2022-01-06 15:08:00.735,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,J,1
191268,,113,A,"53690               ",,,Industrie 4.0 und Plattformökonomie in China: Industriepolitik & Arbeitswelten im Wandel,,2.0,20221,,,,2022-01-10 15:32:11.101,,,,,,,,,,,4,,,,J,,1,,,,,,,,,,,,J,1
192024,,327,A,"530062              ",,,"Demokratie in Zeiten von Ungleichheiten: Strukturen, Konflikte und politische Auswirkungen",,4.0,20221,,,J,2022-02-16 10:54:37.426,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,J,1
194767,,113,A,"331520220141        ",,,Von der Quantenphysik zum Bauelement,,2.0,20221,,,J,2022-02-18 19:13:15.229,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=106335,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194245,,236,A,"32741VL             ",,,"Einführung in die kognitiven, affektiven und sozialen Neurowissenschaften",,2.0,20221,,,J,2022-02-21 15:04:42.829,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,1
193279,,113,A,"54669               ",,,Geschichte hörgeschädigter Menschen und der Hörgeschädigtenpädagogik I,,2.0,20221,,,J,2022-02-24 13:46:55.846,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192583,,386,A,"54795               ",,,Enthinderung / Barrierearm Studieren / Barrierefreie Universität: Gemeinsam zur inklusiven HU,,2.0,20221,,,J,2022-02-24 14:00:32.426,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
193781,,236,A,"3314415ÜWP          ",,,Lineare Algebra und Analytische Geometrie II (ÜWP),,4.0,20221,,,J,2022-01-18 09:27:41.303,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193779,,236,A,"3314414ÜWP          ",,,Analysis II (ÜWP),,4.0,20221,,,J,2022-01-18 09:23:41.311,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190323,,236,A,"10725               ",,,Einführung in das Sozialrecht,,2.0,20221,,,J,2021-12-17 10:10:34.340,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110170,,4,,N,,N,,1,,,,,,,,,,,,,1
191270,,113,A,"53701               ",,,Japanisch-deutsche Übersetzung: Theorie und Praxis,,2.0,20221,,,,2022-01-10 16:16:40.240,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,J,3
193280,,236,A,"10766               ",,,Medizinstrafrecht und Regulierung der Medizin,,2.0,20221,,,J,2022-02-16 10:52:14.749,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110289,1,4,,N,,N,,1,,,,,,,,,,,,,3
192589,,113,A,"54881               ",,,Methoden in der Unterstützten Kommunikation,,2.0,20221,,,J,2022-02-24 13:57:03.772,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
192584,,113,A,"54883               ",,,Smart Young - Kinder und Jugendliche in der digitalen Gesellschaft,,2.0,20221,,,J,2022-02-24 13:57:03.788,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
194251,,113,A,"5240404Ü            ",,,Italo Calvinos Erzählungen,,2.0,20221,,,J,2022-01-31 12:27:42.549,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194246,,113,A,"5240408Ü            ",,,Psychiatrische Narrative und Schreibweisen,,2.0,20221,,,J,2022-02-01 13:56:32.670,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194259,,113,A,"5240400Ü            ",,,Flauberts Mythofiktionen,,2.0,20221,,,J,2022-01-31 13:13:46.899,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193785,,4,A,"33144231ÜWP         ",,,Arithmetische Geometrie (M6) (ÜWP),,2.0,20221,,,J,2022-01-18 09:50:49.893,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193780,,4,A,"33144141ÜWP         ",,,Analysis II (ÜWP),,2.0,20221,,,J,2022-01-18 09:25:41.566,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193809,,236,A,"3314431ÜWP          ",,,Ausgewählte Themen der Stochastik (M27): Mathematics for machine and reinforcing learning and Markov decision processes (ÜWP),,2.0,20221,,,J,2022-01-18 11:47:25.437,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192025,,374,A,"51630               ",,,Praktikumsrunde (Praktikumskolloquium) - nur für BA-Studierende OHNE Lehramtsoption,,1.0,20221,,,J,2022-01-31 18:36:54.160,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
191271,,113,A,"53685               ",,,Japanisches Abschlusskolloquium,,2.0,20221,,,,2022-01-10 15:26:27.625,,,,,,,,,,1,4,,,,J,,1,,,,,,,,,,,,J,3
194773,,236,A,"331520220153        ",,,Physik f. Studierende der Chemie II: Elektrodynamik Optik,,2.0,20221,,,J,2022-03-11 11:40:42.441,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=94334,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194776,,4,A,"331520220158        ",,,Wissenschaftliches Rechnen: Computational Physics III,,1.0,20221,,,J,2022-02-18 19:14:14.523,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194778,,4,A,"331520220159        ",,,Neural Noise and Neural Signals (B. Lindner),,2.0,20221,,,J,2022-03-11 11:41:29.455,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194781,,236,A,"331520220174        ",,,Biologische Physik,,2.0,20221,,,J,2022-02-18 19:14:57.254,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194495,,401,A,"5328800             ",,,"Chronik eines Sommers, Diachronien eines Films",,2.0,20221,,,J,2022-02-28 21:11:41.391,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,1
194785,,330,A,"532885              ",,,Einführung in die kulturwissenschaftlichen Studientechniken - Gruppe A,,2.0,20221,,,J,2022-02-28 23:26:44.781,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
193782,,4,A,"33144151ÜWP         ",,,Lineare Algebra und Analytische Geometrie II (ÜWP),,2.0,20221,,,J,2022-01-18 09:29:42.875,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193815,,4,A,"33144341ÜWP         ",,,Ausgewählte Themen der Angewandten Analysis (M38): Einführung in Dynamische Systeme mit Anwendungen (ÜWP),,1.0,20221,,,J,2022-01-18 12:00:13.329,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194790,,113,A,"532841              ",,,Umweltdiskurse,,2.0,20221,,,J,2022-02-28 20:48:34.347,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,1
193784,,236,A,"3314423ÜWP          ",,,Arithmetische Geometrie (M6) (ÜWP),,4.0,20221,,,J,2022-01-18 09:49:15.195,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193810,,4,A,"33144311ÜWP         ",,,Ausgewählte Themen der Stochastik (M27): Mathematics for machine and reinforcing learning and Markov decision processes (ÜWP),,1.0,20221,,,J,2022-01-18 11:49:40.203,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194791,,113,A,"532842              ",,,"""Klassiker"" der Kulturwissenschaft 2 - Ergänzungen zu einem Kanon",,2.0,20221,,,J,2022-02-28 23:52:32.510,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193798,,4,A,"33144261ÜWP         ",,,Ausgewählte Themen der Numerischen Mathematik (M22): Numerik von nichtlinearen PDEs (ÜWP),,1.0,20221,,,J,2022-01-18 10:49:13.114,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193796,,4,A,"33144251ÜWP         ",,,Optimierung bei partiellen Differentialgleichungen (M19) (ÜWP),,2.0,20221,,,J,2022-01-18 10:31:23.427,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193786,,236,A,"3314421ÜWP          ",,,Differentialgeometrie II (M10) (ÜWP),,4.0,20221,,,J,2022-01-18 09:57:08.323,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193281,,113,A,"54670               ",,,MA Vorbereitung Praxissemester für GS und ISS/Gym,,2.0,20221,,,J,2022-02-24 13:46:55.853,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
192585,,329,A,"54882               ",,,Kolloquium Abteilung Rehabilitationstechnik,,2.0,20221,,,J,2022-02-24 13:57:03.780,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194792,,113,A,"5260133             ",,,Sprachenübergreifend: Autorkonzepte,,2.0,20221,,,J,2022-02-21 09:27:52.144,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194247,,113,A,"32741SE             ",,,"Modul 06: SE Vertiefung: kognitive, affektive und soziale Neurowissenschaften",,2.0,20221,,,J,2022-02-21 15:04:52.795,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,1
193797,,236,A,"3314426ÜWP          ",,,Ausgewählte Themen der Numerischen Mathematik (M22): Numerik von nichtlinearen PDEs (ÜWP),,2.0,20221,,,J,2022-01-18 10:39:38.619,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193787,,4,A,"33144211ÜWP         ",,,Differentialgeometrie II (M10) (ÜWP),,2.0,20221,,,J,2022-01-18 09:59:32.839,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
192026,,339,A,"51620               ",,,Spannungsfelder der Reproduktion - Familienplanung in Deutschland,,2.0,20221,,,J,2022-01-31 18:31:16.501,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
191274,,113,A,"53619               ",,,Einführung in die Sprachen und Schriften Ostasiens,,2.0,20221,,,,2022-02-04 13:57:14.750,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,,3
193318,,236,A,"51004               ",,,VEV Einführung in die Philosophie des Geistes - Leib/Seele-Dualismus,,2.0,20221,,,J,2022-02-26 19:30:27.329,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
194793,,113,A,"5260134             ",,,Russisch: Zwischen Ästhetik und wissenschaftlichem Diskurs: Literaturzentrismus der russischen Kultur,,2.0,20221,,,J,2022-02-21 09:39:35.381,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
193309,,113,A,"532864              ",,,The New European Bauhaus: Zur Genealogie und Kritik eines designpolitischen Projekts,,2.0,20221,,,J,2022-02-28 21:07:10.954,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,J,1
192586,,434,A,"5519011             ",,,Kleine Spiele,,2.0,20221,,,J,2022-01-25 16:13:49.298,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
193793,,236,A,"3314411ÜWP          ",,,Partielle Differentialgleichungen (Höhere Analysis II) (ÜWP),,4.0,20221,,,J,2022-01-18 10:16:36.655,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193788,,236,A,"3314422ÜWP          ",,,Differentialgeometrie IV (M12) (ÜWP),,4.0,20221,,,J,2022-01-18 10:07:47.832,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
193822,,236,A,"3314441ÜWP          ",,,Ausgewählte Kapitel der Mathematik (M40): Topics in Geometric Analysis - Introduction to the Ricci Flow (ÜWP),,4.0,20221,,,J,2022-01-18 12:52:19.301,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193801,,4,A,"33144281ÜWP         ",,,Stochastische Analysis (M24) (ÜWP),,2.0,20221,,,J,2022-01-18 11:20:25.447,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190327,,341,A,"60316               ",,,Geschichte und Theologie; alte und neue Konzepte zu einem prekären Verhältnis,,1.0,20221,,,J,2022-01-24 19:02:00.111,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
190326,,4,A,"60313               ",,,Die antike christliche Psalmenkommentierung,,2.0,20221,,,J,2022-01-24 21:58:58.135,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
190325,,341,A,"60315               ",,,"Neuere Forschungen zur Geschichte des Antiken Christentums (HS - H 790 [SO 2011], 792 [SO 2017])",,2.0,20221,,,J,2022-01-24 21:59:59.763,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
194248,,113,A,"5240398Ü            ",,,Italiam! Italiam! &#8211; Italien in der französischen Literatur,,2.0,20221,,,J,2022-01-31 12:05:09.810,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194257,,113,A,"5240411Ü            ",,,La generación del 98,,2.0,20221,,,J,2022-01-31 12:41:03.830,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194262,,420,A,"5240389Ü            ",,,Traumwissen und Traumdarstellung im Gattungskontext,,2.0,20221,,,J,2022-02-01 14:19:47.704,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194261,,113,A,"5240388Ü            ",,,Traum und Vision in der Vormoderne,,2.0,20221,,,J,2022-02-01 15:09:14.729,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192041,,387,A,"53644               ",,,Dari / Persisch IV,,4.0,20221,,,J,2022-01-07 12:45:26.946,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,4
193283,,420,A,"54671               ",,,Einführung in die Didaktik bei erschwerten Lernbedingungen unter Berücksichtigung inklusiven Unterrichts,,2.0,20221,,,J,2022-02-24 13:46:55.859,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
192588,,113,A,"54793               ",,,Apps zur Förderung und Prävention von schriftsprachlichen Beeinträchtigungen,,2.0,20221,,,J,2022-02-24 14:00:57.116,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
194794,,339,A,"3312196             ",,,Studieren transformieren?! - Die Uni als Reallabor für Bildung für nachhaltige Entwicklung,,2.0,20221,,,J,2022-02-25 09:56:19.745,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110760,0,4,,J,,J,,1,,,,,,,,,,,,,3
191275,,236,A,"5519018             ",,,Sport und Bewegung in unterschiedlichen sozialen Kontexten verstehen und analysieren,,2.0,20221,,,J,2022-01-06 13:21:36.440,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
193789,,4,A,"33144221ÜWP         ",,,Differentialgeometrie IV (M12) (ÜWP),,2.0,20221,,,J,2022-01-18 10:10:21.946,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194249,,4,A,"5240308Ü            ",,,Figures médiatiques de l&#8217;écrivain,,2.0,20221,,,J,2022-01-31 12:08:14.160,,,,,,,,,,0,4,,N,,J,,3,,,,,,,,,,,,,1
190328,,113,A,"3313013             ",,,Probabilistische Datenbanken,,2.0,20221,,,J,2021-11-16 09:46:54.920,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
190341,,4,A,"3313032             ",,,Grundlagen des Geschäftsprozessmanagements,,2.0,20221,,,J,2021-11-16 09:52:32.984,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
193284,,113,A,"54672               ",,,Did.-meth. Fragestellungen: Prävention von und Intervention bei Konflikten und Unterrichtsstörungen,,2.0,20221,,,J,2022-02-24 13:46:55.873,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
194795,,330,A,"9610115             ",,,Tutorium zum Sprachkurs Arabisch II,,2.0,20221,,,J,2022-03-01 14:08:40.683,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110692,1,4,,N,,N,,1,,,,,,,,,,,,,2
194796,,330,A,"9610115             ",,,Begleittutorium für Studierende im ersten und zweiten Semester,,2.0,20221,,,J,2022-02-21 13:59:55.726,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110691,1,4,,N,,N,,1,,,,,,,,,,,,,2
191276,,236,A,ÜWP5519018          ,,,ÜWP Sport und Bewegung in unterschiedlichen sozialen Kontexten verstehen und analysieren,,2.0,20221,,,J,2022-01-06 13:23:18.220,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
193794,,4,A,"33144111ÜWP         ",,,Partielle Differentialgleichungen (Höhere Analysis II) (ÜWP),,2.0,20221,,,J,2022-01-18 10:19:13.781,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
193790,,236,A,"3314424ÜWP          ",,,Algebraische Geometrie I (M15) (ÜWP),,4.0,20221,,,J,2022-01-18 10:12:41.100,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
194250,,236,A,"5240403Ü            ",,,Florenz als Paradigma der Frührenaissance,,2.0,20221,,,J,2022-01-31 12:26:11.323,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190329,,113,A,"3313072             ",,,Aktuelle Themen der Theoretischen Informatik,,2.0,20221,,,J,2021-11-16 10:04:59.949,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
190170,,4,A,"70124               ",,,Kostenrechnung,,2.0,20221,,,J,2021-12-20 10:25:46.602,,,,,,,,,,2,4,,N,,N,,1,,,,,,,,,,,,,1
194463,,329,A,"10653               ",,,Kolloquium Legal Tech,,2.0,20221,60,,J,2022-03-14 15:03:31.330,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110717,,4,,N,,N,,1,,,,,,,,,,,,,2
192590,,432,A,"53732               ",,,Probleme der Urbanisierung in Asien und Afrika,,2.0,20221,,,J,2022-02-24 13:17:57.457,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
191277,,338,A,"5519019             ",,,Vereine und Verbände im Sport,,2.0,20221,,,J,2022-01-06 14:10:26.156,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194272,,113,A,"5240418Ü            ",,,"Feminizide. Gewalt, die sich in Körper schreibt",,2.0,20221,,,J,2022-01-31 14:05:03.534,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
190330,,236,A,"3313015             ",,,Algorithmen und Datenstrukturen II,,4.0,20221,,,J,2021-11-16 09:47:28.485,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
194252,,113,A,"5240407Ü            ",,,Francesco Petrarca: Canzoniere,,2.0,20221,,,J,2022-01-31 12:29:49.168,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193818,,236,A,"3314439ÜWP          ",,,"Ausgewählte Kapitel der Mathematik (M40): Non-abelian Hodge theory, tame and wild (ÜWP)",,4.0,20221,,,J,2022-01-18 12:17:14.900,,,,,,,,,,,4,,N,,J,,9,,,,,,,,,,,,,1
194269,,113,A,"5240419Ü            ",,,Feministische Literaturtheorien des 20. Jahrhunderts,,2.0,20221,,,J,2022-01-31 13:52:21.592,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
193286,,113,A,"5260107             ",,,Sprachenübergreifend: Theorie und Poetik der literarischen Übersetzung,,2.0,20221,,,J,2022-01-07 13:30:39.486,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
193285,,113,A,"5260181             ",,,Russisch: Der Schuss: Komposition und Kulmination in der russischen Prosa (von Puschkin bis zur Gegenwart),,2.0,20221,,,J,2022-01-20 22:46:06.449,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,3
191278,,113,A,"53619               ",,,ÜWP - Einführung in die Sprachen und Schriften Ostasiens,,2.0,20221,,,,2022-02-04 13:57:35.510,,,,,,,,,,,4,,,,J,,1,,,,,,,,,,,,,3
194465,,236,A,"10654               ",,,"Legal Tech - Einführung in rechtliche, technische und wirtschaftlich-organisatorische Grundlagen",,2.0,20221,60,,J,2022-02-24 10:31:38.499,,,,,,,,,https://moodle.hu-berlin.de/user/index.php?id=110718,,4,,N,,N,,1,,,,,,,,,,,,,1
192591,,113,A,"53734               ",,,Umweltgeschichte und Klimawandel in der Neuzeit (1500 bis heute),,2.0,20221,,,J,2022-02-24 13:17:42.105,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,J,1
193287,,387,A,"54677               ",,,DGS I,,2.0,20221,,,J,2022-02-24 13:48:31.705,,,,,,,,,,0,4,,N,,J,,26,,,,,,,,,,,,J,1
193795,,236,A,"3314425ÜWP          ",,,Optimierung bei partiellen Differentialgleichungen (M19) (ÜWP),,4.0,20221,,,J,2022-01-18 10:26:54.633,,,,,,,,,,,4,,N,,J,,2,,,,,,,,,,,,,1
194253,,113,A,"5240409Ü            ",,,&#8222;Tatort Belpaese&#8220;: italienische Kriminalromane und deren Autoren (2000-2020),,2.0,20221,,,J,2022-01-31 12:31:57.960,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194275,,113,A,"5240377Ü            ",,,Sprachwandelprozesse an der Schnittstelle von Syntax und Semantik,,2.0,20221,,,J,2022-01-31 14:10:52.870,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190331,,4,A,"3313016             ",,,Algorithmen und Datenstrukturen II,,2.0,20221,,,J,2021-11-16 09:47:56.106,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
190353,,332,A,"3313059             ",,,Blockchain Technologies,,2.0,20221,,,J,2022-02-28 12:57:44.550,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
