"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility"
VL Grundlagen der Fachdidaktik,Vorlesung,,N,,deutsch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Katja Schmitt,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
VL Grundlagen der Fachdidaktik,Vorlesung,,N,,deutsch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Ahmet Derecik,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Critical Race Theory and Contemporary American Literature,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Eva Boesenberg,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Figures médiatiques de l&#8217;écrivain,Übung,,N,,französisch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Bernadette Desorbay,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Grammatik des Dänischen,Übung,,N,,deutsch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Anders Ellegaard,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Bachelorseminare Mittelalterliche Geschichte,Bachelorseminar,,N,,deutsch,2022-04-21,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Jörn Christophersen,Seminarraum 0319-22,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
Partizipatives Design,Seminar,,N,,deutsch-englisch,,,,,,keine Angabe,Blockveranstaltung,Blockveranstaltung,Johann Sell,Besprechungsraum 3.408,"4. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Informatik, Informatik und Gesellschaft und Didaktik der Informatik"
Lineare Algebra und Analytische Geometrie II*,Übung,,N,,deutsch,,,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,Thorsten Rohwedder,Seminarraum 30 3.006,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Algebraische Geometrie I (M15),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Thomas Krämer,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Language Awareness: Humour in British Culture,Übung,,N,,englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Dave Ball,Seminarraum 2004A,"1. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Analysis II (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Montag,wöchentlich,wöchentlich,Olaf Müller,Hörsaal 0115,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Statistical Inference II,Vorlesung/Übung,https://moodle.hu-berlin.de/course/view.php?id=90845#section-2,N,,englisch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Sonja Greven,Seminarraum 21A,EG                       ,Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Asylpolitik und Asylrecht: Methoden und Theorien der Fluchtforschung zwischen Sozial- und Rechtswissenschaften (ÜWP),Seminar,,N,,deutsch,,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Valentin Feneberg,Seminarraum 005,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Peer-to-Peer-Systeme,Projektseminar,,N,,deutsch,,,,"13:00","15:00",Freitag,"14tgl./2","14tgl./2",Florian Tschorsch,Hörsaal 0313,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Oral Skills: Social Media/Social Justice Movements in the US: #MeToo and #BLM,Übung,,N,,englisch,2022-04-22,2022-07-22,,"16:00","18:00",Freitag,wöchentlich,wöchentlich,,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Algebraische Geometrie I (M15) (ÜWP),Übung,,N,,deutsch,,,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,Thomas Krämer,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Basiskompetenz,Tutorium,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Lesen - Mit Texten und Medien umgehen (Seminar),Seminar,,J,,deutsch,2022-04-19,2022-07-23,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Sandra Moßner,Seminarraum 202,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Politiktheoretische Terminologie. Einführung in die Politische Theorie und Ideengeschichte,Grundkurs,,N,,deutsch,,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Ieva Motuzaite,Seminarraum 001,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Bewegung und Gesundheit,Seminar,,N,,deutsch,2022-04-21,2022-07-22,,"14:15","15:45",Donnerstag,wöchentlich,wöchentlich,Adamantios Arampatzis,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Case Studies in Economic Criticism,Seminar,,J,,englisch,2022-04-19,2022-07-19,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Anne Enderwitz,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Komplexe curriculare und unterrichtliche Konstruktionen,Seminar,,J,,deutsch,2022-04-29,2022-04-29,,"08:00","12:00",Freitag,Einzeltermin,Einzeltermin,Cornelia Wagner-Herrbach,Seminarraum 202,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Prüfungssimulation Öffentliches Recht,Repetitorium,https://moodle.hu-berlin.de/course/view.php?id=110454,N,,deutsch,2022-06-21,2022-06-21,,"12:30","14:00",Dienstag,Einzeltermin,Einzeltermin,Matthias Ruffert,Seminarraum 210,"2. OG                    ",Unter den Linden 9                                ,Altes Palais,Technische Abteilung (V)
Producción de textos en español. Consolidación y perfeccionamiento de la competencia escrita,Übung,,N,,spanisch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Maria Teresa Prieto Alonso,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Ausgewählte Themen der Angewandten Analysis (M38): Einführung in Dynamische Systeme mit Anwendungen (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Freitag,wöchentlich,wöchentlich,Serhiy Yanchuk,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Digitale Systeme,Vorlesung,,N,,deutsch,,,,"15:00","17:00",Dienstag,wöchentlich,wöchentlich,Siegmar Sommer,Hörsaal 0115,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Proseminare Alte Geschichte,Proseminar,,N,,deutsch,2022-04-19,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Maria Osmers,Hörsaal 2091/92,"1. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Ausgewählte Themen der Numerischen Mathematik (M22): Numerik von nichtlinearen PDEs (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Donnerstag,wöchentlich,wöchentlich,Carsten Carstensen,Seminarraum 30 3.006,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Arabisch II,Sprachkurs,https://moodle.hu-berlin.de/course/view.php?id=110491,N,,deutsch,2022-04-20,2022-07-20,,"08:00","10:00",Mittwoch,wöchentlich,wöchentlich,Somar Almir Mahmoud,Seminarraum 1.03,EG                       ,Hannoversche Straße 6                             ,Fritz Strassmann-Haus,Technische Abteilung (V)
Sprachenübergreifend: Melancholie und Trauer: Lektüreseminar zu Werken von Galina Rymbu und Maria Stepanova,Seminar,,J,,deutsch,2022-04-21,2022-07-23,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Natalia Grinina,Seminarraum 1.605,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Modul 23: SE Psychotherapeutische Verfahren und Anwendungsfelder,Seminar,,J,,deutsch,2022-04-21,2022-07-21,,"17:00","19:00",Donnerstag,wöchentlich,wöchentlich,Jessica Srp,Seminarraum 3.201,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Les Lumières sous le feu de la critique: lecture de quelques textes clef du dix-huitième siècle // Die Aufklärung unter kritischem Beschuss: Lektüre einiger Schlüsseltexte des achtzehnten Jahrhunderts,Seminar,,N,,französisch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Vanessa de Senarclens,PC-Pool 460,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Arithmetische Geometrie (M6),Vorlesung,,N,,englisch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Elmar Große-Klönne,Seminarraum 1304,"1. OG                    ",Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
"Die Norm kennt kein Außen. Norm, Normierung und Normalisierung und ihre soziale Wirkmächtigkeit (ÜWP)",Seminar,,J,,deutsch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Julia Teschlade,Seminarraum 002,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Mapping social inequalities: Introduction to GIS software and spatial data,Seminar,,N,,deutsch,,,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Robert George Vief,PC-Pool 217,"2. OG                    ",Universitätsstraße 3b                             ,Institutsgebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften"
Einblicke in die skandinavische Literaturgeschichte,Vorlesung,,J,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefanie Schnurbein,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Comprensión de lectura/Expresión escrita (Kurs 3/4),Übung,,N,,spanisch,,,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Sela Bozal,Seminarraum 1.403,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Deutsch im Sprachkontakt,Seminar,,N,,deutsch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Oliver Bunk,Seminarraum 3.103,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Introduction à la civilisation française,Seminar,,N,,französisch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Nicole Savall,Sprachlabor 325,"3. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,Zentraleinrichtung Sprachenzentrum
Mathematische Statistik (M28),Übung,,N,,englisch,,,,"15:00","17:00",Montag,wöchentlich,wöchentlich,Markus Reiß,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Rückschlagspiele,Integrierter Theorie- und Praxiskurs,,N,,deutsch,2022-04-19,2022-07-19,,"08:00","09:30",Dienstag,wöchentlich,wöchentlich,Christian Trümper,Dreifelderhalle 1.02A,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Perspektiven Fremdsprachendidaktischer Forschung,Seminar,,N,,deutsch-englisch,2022-04-22,2022-07-22,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Anne Mihan,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik"
Vorbereitung des Schulpraktikums Französisch,Seminar,,N,,deutsch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Tatjana Hentschel,Seminarraum 1.403,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Übungen Humanbiologie,Übung,https://moodle.hu-berlin.de/course/view.php?id=110098,J,,deutsch,2022-06-10,2022-07-08,,"10:00","14:00",Freitag,wöchentlich,wöchentlich,Julia Heyd,Mikroskopiersaal 206,"1. OG                    ",Philippstraße 12                                  ,Haus 2 / Institutsgebäude,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Psychiatrische Narrative und Schreibweisen,Seminar,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Chiara Sartor,Sprachlabor 445,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Psychiatrische Narrative und Schreibweisen,Seminar,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Marie Guthmüller,Sprachlabor 445,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Grundkurs Linguistik,Grundkurs,,N,,deutsch,,,,"14:00","18:00",Donnerstag,wöchentlich,wöchentlich,Hagen Hirschmann,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V)
Die Vergesellschaftung von Natur und Religion am Beispiel von muslimisch-ökologischen Initiativen und Bewegungen in Europa (ÜWP),Seminar,,N,,deutsch,2022-04-22,2022-07-22,,"10:00","12:00",Freitag,wöchentlich,wöchentlich,Özgür Özvatan,Seminarraum 005,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Schwedisch 2,Sprachkurs,,N,,schwedisch,,,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Håkan Fink,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Praxiscolloquium,Colloquium,,N,,deutsch,2022-05-02,2022-05-02,,"08:00","10:00",Montag,Einzeltermin,Einzeltermin,Stefan Hansen,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Einführung in die skandinavistische Sprachwissenschaft,Vorlesung,,J,,deutsch,,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Muriel Norde,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Russisch: Einführung in die Didaktik des Fremdsprachenunterrichts,Grundkurs,,J,,deutsch,2022-04-21,2022-07-23,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Anka Bergmann,Besprechungsraum 557,"5. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie"
